",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"ASV194,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV195,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Mycobacteriaceae"",""Mycobacterium"",NA"
"ASV196,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV197,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV198,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV199,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV200,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""67-14"",NA,NA"
"ASV201,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Salinibacterium"",NA"
"ASV202,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV203,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Escherichia/Shigella"",NA"
"ASV204,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV205,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",NA"
"ASV206,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV207,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",""pseudosasicola"""
"ASV208,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV209,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV210,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriaceae"",""Collinsella"",NA"
"ASV211,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV212,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",""insulae"""
"ASV213,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV214,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Frigoribacterium"",NA"
"ASV215,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Herbiconiux"",NA"
"ASV216,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV217,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",NA,NA"
"ASV218,""Bacteria"",""Firmicutes"",NA,NA,NA,NA,NA"
"ASV219,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",""niastensis"""
"ASV220,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",NA"
"ASV221,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",""abietaniphila"""
"ASV222,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV223,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV224,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"",NA"
"ASV225,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV226,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",""ginsenosidivorax"""
"ASV227,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"ASV228,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",""Slackia"",NA"
"ASV229,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",""psychrotolerans"""
"ASV230,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Romboutsia"",NA"
"ASV231,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Salmonella"",""enterica"""
"ASV232,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"",NA"
"ASV233,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV234,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV235,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Turicibacter"",""sanguinis"""
"ASV236,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Atopobiaceae"",""Olsenella"",NA"
"ASV237,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Cryobacterium"",NA"
"ASV238,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Terrisporobacter"",NA"
"ASV239,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Galbitalea"",NA"
"ASV240,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",""alkalitolerans"""
"ASV241,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV242,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Enterococcaceae"",""Enterococcus"",NA"
"ASV243,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Listeriaceae"",""Listeria"",NA"
"ASV244,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Paenibacillaceae"",""Paenibacillus"",NA"
"ASV245,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Sodalis"",NA"
"ASV246,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV247,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Staphylococcaceae"",""Staphylococcus"",NA"
"ASV248,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV249,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Duganella"",NA"
"ASV250,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV251,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Subtercola"",NA"
"ASV252,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"ASV253,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Carnobacteriaceae"",""Carnobacterium"",""maltaromaticum"""
"ASV254,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV255,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"ASV256,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Pedobacter"",NA"
"ASV257,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",""brevitalea"""
"ASV258,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV259,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV260,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Cellulomonadaceae"",""Cellulomonas"",NA"
"ASV261,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Cellulomonadaceae"",""Oerskovia"",NA"
"ASV262,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",""variabile"""
"ASV263,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV264,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV265,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Arthrobacter"",NA"
"ASV266,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV267,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV268,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV269,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV270,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV271,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",""aerolatum"""
"ASV272,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV273,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_1"",NA"
"ASV274,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Sphingobacterium"",NA"
"ASV275,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Sanguibacteraceae"",""Sanguibacter"",NA"
"ASV276,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV277,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Mucilaginibacter"",NA"
"ASV278,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",NA,NA"
"ASV279,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Xanthomonadaceae"",""Stenotrophomonas"",NA"
"ASV280,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",""cerastii"""
"ASV281,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV282,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV283,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"",NA"
"ASV284,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Propionibacteriaceae"",""Friedmanniella"",NA"
"ASV285,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Pseudarthrobacter"",NA"
"ASV286,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV287,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Ornithinimicrobium"",NA"
"ASV288,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV289,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV290,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV291,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV292,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Kocuria"",NA"
"ASV293,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV294,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Rathayibacter"",""tritici"""
"ASV295,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"ASV296,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Mucilaginibacter"",""rigui"""
"ASV297,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Rathayibacter"",NA"
"ASV298,""Bacteria"",""FBP"",NA,NA,NA,NA,NA"
"ASV299,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Actinomycetospora"",NA"
"ASV300,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV301,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV302,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Duganella"",""zoogloeoides"""
"ASV303,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",NA"
"ASV304,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Pseudarthrobacter"",NA"
"ASV305,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV306,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",""dilutus"""
"ASV307,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV308,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV309,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV310,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",NA"
"ASV311,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Turicibacter"",NA"
"ASV312,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Mucilaginibacter"",NA"
"ASV313,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV314,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV315,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV316,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV317,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",NA,NA"
"ASV318,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Mycobacteriaceae"",""Mycobacterium"",NA"
"ASV319,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Frankiales"",NA,NA,NA"
"ASV320,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Kocuria"",NA"
"ASV321,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Endobacter"",NA"
"ASV322,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV323,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Ornithinimicrobium"",NA"
"ASV324,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""67-14"",NA,NA"
"ASV325,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Subtercola"",NA"
"ASV326,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV327,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",""echinoides"""
"ASV328,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV329,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",NA,NA"
"ASV330,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV331,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Nocardiaceae"",""Rhodococcus"",NA"
"ASV332,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",""efficiens"""
"ASV333,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV334,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Rhodanobacteraceae"",""Luteibacter"",NA"
"ASV335,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Pedobacter"",NA"
"ASV336,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV337,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",""panis"""
"ASV338,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV339,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",""callunae"""
"ASV340,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV341,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV342,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV343,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV344,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Pantoea"",NA"
"ASV345,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV346,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Sodalis"",NA"
"ASV347,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV348,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",""phyllosphaerae"""
"ASV349,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",""aviarius"""
"ASV350,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV351,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Dyadobacter"",NA"
"ASV352,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Sphingobacterium"",NA"
"ASV353,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Paeniclostridium"",""sordellii"""
"ASV354,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV355,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Curvibacter"",NA"
"ASV356,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",""polyaromaticivorans"""
"ASV357,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",NA"
"ASV358,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV359,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Arthrobacter"",NA"
"ASV360,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Leifsonia"",NA"
"ASV361,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""1174-901-12"",NA"
"ASV362,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV363,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV364,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV365,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Micrococcaceae"",""Pseudarthrobacter"",NA"
"ASV366,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Massilia"",""aerilata"""
"ASV367,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Chryseobacterium"",NA"
"ASV368,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",""Gaiellaceae"",""Gaiella"",NA"
"ASV369,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
